"No.","Time","Source","Destination","Protocol","Length","Info"
"568","1746.092183468","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"569","1746.092247550","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=10087 Ack=22913 Win=62905 Len=0"
"573","1769.777252253","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"574","1769.778197106","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=22913 Ack=10333 Win=64240 Len=0"
"575","1770.398974209","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"576","1770.399087155","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=10333 Ack=23005 Win=62905 Len=0"
"577","1772.543755484","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"578","1772.544553721","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=23005 Ack=10579 Win=64240 Len=0"
"579","1773.277819435","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"580","1773.277930748","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=10579 Ack=23097 Win=62905 Len=0"
"602","1806.560466720","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"603","1806.560564387","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=10579 Ack=23532 Win=62905 Len=0"
"605","1866.725856701","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"606","1866.725938327","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=10579 Ack=23967 Win=62905 Len=0"
"609","1897.452242918","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"610","1897.452317952","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=10579 Ack=24402 Win=62905 Len=0"
"611","1902.121550059","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"612","1902.122323795","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=24402 Ack=10825 Win=64240 Len=0"
"613","1902.569340470","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"614","1902.569410905","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=10825 Ack=24494 Win=62905 Len=0"
"633","1927.210757755","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"634","1927.210792110","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=10825 Ack=24929 Win=62905 Len=0"
"635","1953.293961297","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"636","1953.294811544","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=24929 Ack=11071 Win=64240 Len=0"
"637","1953.771858091","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"638","1953.771952502","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=11071 Ack=25021 Win=62905 Len=0"
"639","1953.772696491","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"640","1953.773332919","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=25021 Ack=11317 Win=64240 Len=0"
"641","1954.411301070","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"642","1954.456408705","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=11317 Ack=25113 Win=62905 Len=0"
"643","1957.131262727","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"644","1957.132286738","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=25113 Ack=11563 Win=64240 Len=0"
"645","1957.925839921","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"646","1957.925922770","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=11563 Ack=25205 Win=62905 Len=0"
"647","1963.755799095","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"648","1963.756796733","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=25205 Ack=11809 Win=64240 Len=0"
"649","1964.327448719","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"650","1964.327522861","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=11809 Ack=25297 Win=62905 Len=0"
"651","1967.978996506","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"652","1967.980020941","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=25297 Ack=12055 Win=64240 Len=0"
"653","1968.486571990","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"654","1968.486652935","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=12055 Ack=25389 Win=62905 Len=0"
"655","1987.208327918","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"656","1987.208372804","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=12055 Ack=25824 Win=62905 Len=0"
"673","2047.874284754","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"674","2047.874360339","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=12055 Ack=26259 Win=62905 Len=0"
"677","2053.336243592","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"678","2053.336301002","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=12055 Ack=26694 Win=62905 Len=0"
"679","2085.689966936","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"680","2085.690901961","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=26694 Ack=12301 Win=64240 Len=0"
"681","2086.257715064","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"682","2086.257826146","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=12301 Ack=26786 Win=62905 Len=0"
"684","2101.816119743","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"685","2101.817129811","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=26786 Ack=12547 Win=64240 Len=0"
"686","2102.252726298","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"687","2102.252788988","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=12547 Ack=26878 Win=62905 Len=0"
"688","2105.025187302","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"689","2105.026050223","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=26878 Ack=12793 Win=64240 Len=0"
"690","2105.485374786","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"691","2105.485440572","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=12793 Ack=26970 Win=62905 Len=0"
"692","2108.973914358","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"693","2108.973964264","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=12793 Ack=27405 Win=62905 Len=0"
"698","2142.826260503","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"699","2142.827147391","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=27405 Ack=13039 Win=64240 Len=0"
"700","2143.533688896","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"701","2143.533771885","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=13039 Ack=27497 Win=62905 Len=0"
"718","2167.779266419","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"719","2167.779335561","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=13039 Ack=27932 Win=62905 Len=0"
"720","2173.314261196","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"721","2173.314315250","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=13039 Ack=28367 Win=62905 Len=0"
"725","2192.424127048","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"726","2192.424935470","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=28367 Ack=13285 Win=64240 Len=0"
"727","2194.098216438","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"728","2194.098293195","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=13285 Ack=28459 Win=62905 Len=0"
"729","2225.138757957","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"730","2225.138811920","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=13285 Ack=28894 Win=62905 Len=0"
"733","2228.019803509","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"734","2228.019850349","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=13285 Ack=29329 Win=62905 Len=0"
"737","2238.951023569","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"738","2238.952150129","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=29329 Ack=13531 Win=64240 Len=0"
"739","2239.539060914","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"740","2239.539142239","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=13531 Ack=29421 Win=62905 Len=0"
"741","2259.000917999","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"742","2259.001726157","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=29421 Ack=13777 Win=64240 Len=0"
"743","2259.700368263","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"744","2259.700441533","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=13777 Ack=29513 Win=62905 Len=0"
"761","2288.182198869","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"762","2288.182286246","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=13777 Ack=29948 Win=62905 Len=0"
"765","2301.399271100","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"766","2301.399326596","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=13777 Ack=30383 Win=62905 Len=0"
"767","2307.080282715","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"768","2307.081182152","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=30383 Ack=14023 Win=64240 Len=0"
"769","2307.704640367","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"770","2307.704701103","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=14023 Ack=30475 Win=62905 Len=0"
"771","2319.304110612","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"772","2319.304159416","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=14023 Ack=30910 Win=62905 Len=0"
"773","2338.775151767","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"774","2338.776156189","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=30910 Ack=14269 Win=64240 Len=0"
"775","2339.384509273","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"776","2339.384572574","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=14269 Ack=31002 Win=62905 Len=0"
"777","2348.346422409","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"778","2348.346490669","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=14269 Ack=31437 Win=62905 Len=0"
"779","2355.940327671","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"780","2355.941372986","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=31437 Ack=14515 Win=64240 Len=0"
"781","2356.665373101","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"782","2356.665479916","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=14515 Ack=31529 Win=62905 Len=0"
"783","2359.545731219","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"784","2359.545803587","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=14515 Ack=31964 Win=62905 Len=0"
"801","2408.428603991","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"802","2408.428772644","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=14515 Ack=32399 Win=62905 Len=0"
"803","2413.309462817","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"804","2413.310448930","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=32399 Ack=14761 Win=64240 Len=0"
"807","2414.267773277","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"808","2414.267850284","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=14761 Ack=32491 Win=62905 Len=0"
"809","2429.050197416","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"810","2429.051400839","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=32491 Ack=15007 Win=64240 Len=0"
"811","2429.629200676","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"812","2429.629302120","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=15007 Ack=32583 Win=62905 Len=0"
"813","2451.168308944","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"814","2451.169531239","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=32583 Ack=15253 Win=64240 Len=0"
"815","2451.708869035","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"816","2451.708944910","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=15253 Ack=32675 Win=62905 Len=0"
"817","2468.594073254","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"818","2468.594132908","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=15253 Ack=33110 Win=62905 Len=0"
"819","2481.527179394","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"820","2481.528341984","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=33110 Ack=15499 Win=64240 Len=0"
"821","2482.112944555","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"822","2482.113017685","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=15499 Ack=33202 Win=62905 Len=0"
"823","2503.516674844","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"824","2503.517628920","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=33202 Ack=15745 Win=64240 Len=0"
"825","2504.511581212","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"826","2504.511656156","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=15745 Ack=33294 Win=62905 Len=0"
"845","2528.753780591","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"846","2528.753817962","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=15745 Ack=33729 Win=62905 Len=0"
"849","2559.803586499","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"850","2559.804710606","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=33729 Ack=15991 Win=64240 Len=0"
"851","2561.554168859","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"852","2561.554245947","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=15991 Ack=33821 Win=62905 Len=0"
"853","2582.732963200","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"854","2582.734083490","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=33821 Ack=16237 Win=64240 Len=0"
"855","2583.164768611","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"856","2583.164834588","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=16237 Ack=33913 Win=62905 Len=0"
"857","2585.215072033","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"858","2585.216052990","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=33913 Ack=16483 Win=64240 Len=0"
"859","2585.622621417","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"860","2585.622694728","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=16483 Ack=34005 Win=62905 Len=0"
"861","2589.001246962","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"862","2589.001342876","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=16483 Ack=34440 Win=62905 Len=0"
"879","2651.534391865","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"880","2651.534447802","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=16483 Ack=34875 Win=62905 Len=0"
"885","2681.379733802","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"886","2681.379780913","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=16483 Ack=35310 Win=62905 Len=0"
"899","2697.564869466","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"900","2697.565717087","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=35310 Ack=16729 Win=64240 Len=0"
"902","2698.120853477","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"903","2698.120926577","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=16729 Ack=35402 Win=62905 Len=0"
"913","2709.284619574","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"914","2709.284663879","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=16729 Ack=35837 Win=62905 Len=0"
"915","2716.829523084","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"916","2716.831498434","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=35837 Ack=16975 Win=64240 Len=0"
"917","2717.324054651","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
